3.40	45
3.40	50
3.40	55
3.40	60
3.40	65
3.40	70
3.40	75
3.40	80
3.40	85
3.40	90
3.50	0
3.50	5
3.50	10
3.50	15
3.50	20
3.50	25
3.50	30
3.50	35
3.50	40
3.50	45
3.50	50
3.50	55
3.50	60
3.50	65
3.50	70
3.50	75
3.50	80
3.50	85
3.50	90
3.60	0
3.60	5
3.60	10
3.60	15
3.60	20
3.60	25
3.60	30
3.60	35
3.60	40
3.60	45
3.60	50
3.60	55
3.60	60
3.60	65
3.60	70
3.60	75
3.60	80
3.60	85
3.60	90
3.70	0
3.70	5
3.70	10
3.70	15
3.70	20
3.70	25
3.70	30
3.70	35
3.70	40
3.70	45
3.70	50
3.70	55
3.70	60
3.70	65
3.70	70
3.70	75
3.70	80
3.70	85
3.70	90
3.80	0
3.80	5
3.80	10
3.80	15
3.80	20
3.80	25
3.80	30
3.80	35
3.80	40
3.80	45
3.80	50
3.80	55
3.80	60
3.80	65
3.80	70
3.80	75
3.80	80
3.80	85
3.80	90
3.90	0
3.90	5
3.90	10
3.90	15
3.90	20
3.90	25
3.90	30
3.90	35
3.90	40
3.90	45
3.90	50
3.90	55
3.90	60
3.90	65
3.90	70
3.90	75
3.90	80
3.90	85
3.90	90
4.00	0
4.00	5
4.00	10
4.00	15
4.00	20
4.00	25
4.00	30
4.00	35
4.00	40
4.00	45
4.00	50
4.00	55
4.00	60
4.00	65
4.00	70
4.00	75
4.00	80
4.00	85
4.00	90
4.10	0
4.10	5
4.10	10
4.10	15
4.10	20
4.10	25
4.10	30
4.10	35
4.10	40
4.10	45
4.10	50
4.10	55
4.10	60
4.10	65
4.10	70
4.10	75
4.10	80
4.10	85
4.10	90
4.20	0
4.20	5
4.20	10
4.20	15
4.20	20
4.20	25
4.20	30
4.20	35
4.20	40
4.20	45
4.20	50
4.20	55
4.20	60
4.20	65
4.20	70
4.20	75
4.20	80
4.20	85
4.20	90
4.30	0
4.30	5
4.30	10
4.30	15
4.30	20
4.30	25
4.30	30
4.30	35
4.30	40
4.30	45
4.30	50
4.30	55
4.30	60
4.30	65
4.30	70
4.30	75
4.30	80
4.30	85
4.30	90
4.40	0
4.40	5
4.40	10
4.40	15
4.40	20
4.40	25
4.40	30
4.40	35
4.40	40
4.40	45
4.40	50
4.40	55
4.40	60
4.40	65
4.40	70
4.40	75
4.40	80
4.40	85
4.40	90
4.50	0
4.50	5
4.50	10
4.50	15
4.50	20
4.50	25
4.50	30
4.50	35
4.50	40
4.50	45
4.50	50
4.50	55
4.50	60
4.50	65
4.50	70
4.50	75
4.50	80
4.50	85
4.50	90
4.60	0
4.60	5
4.60	10
4.60	15
4.60	20
4.60	25
4.60	30
4.60	35
4.60	40
4.60	45
4.60	50
4.60	55
4.60	60
4.60	65
4.60	70
4.60	75
4.60	80
4.60	85
4.60	90
4.70	0
4.70	5
4.70	10
4.70	15
4.70	20
4.70	25
4.70	30
4.70	35
4.70	40
4.70	45
4.70	50
4.70	55
4.70	60
4.70	65
4.70	70
4.70	75
4.70	80
4.70	85
4.70	90
4.80	0
4.80	5
4.80	10
4.80	15
4.80	20
4.80	25
4.80	30
4.80	35
4.80	40
4.80	45
4.80	50
4.80	55
4.80	60
4.80	65
4.80	70
4.80	75
4.80	80
4.80	85
4.80	90
4.90	0
4.90	5
4.90	10
4.90	15
4.90	20
4.90	25
4.90	30
4.90	35
4.90	40
4.90	45
4.90	50
4.90	55
4.90	60
4.90	65
4.90	70
4.90	75
4.90	80
4.90	85
4.90	90
5.00	0
5.00	5
5.00	10
5.00	15
5.00	20
5.00	25
5.00	30
5.00	35
5.00	40
5.00	45
5.00	50
5.00	55
5.00	60
5.00	65
5.00	70
5.00	75
5.00	80
5.00	85
5.00	90
5.10	0
5.10	5
5.10	10
5.10	15
5.10	20
5.10	25
5.10	30
5.10	35
5.10	40
5.10	45
5.10	50
5.10	55
5.10	60
5.10	65
5.10	70
5.10	75
5.10	80
5.10	85
5.10	90
5.20	0
5.20	5
5.20	10
5.20	15
5.20	20
5.20	25
5.20	30
5.20	35
5.20	40
5.20	45
5.20	50
5.20	55
5.20	60
5.20	65
5.20	70
5.20	75
5.20	80
5.20	85
5.20	90
5.30	0
5.30	5
5.30	10
5.30	15
5.30	20
5.30	25
5.30	30
5.30	35
5.30	40
5.30	45
5.30	50
5.30	55
5.30	60
5.30	65
5.30	70
5.30	75
5.30	80
5.30	85
5.30	90
5.40	0
5.40	5
5.40	10
5.40	15
5.40	20
5.40	25
5.40	30
5.40	35
5.40	40
5.40	45
5.40	50
5.40	55
5.40	60
5.40	65
5.40	70
5.40	75
5.40	80
5.40	85
5.40	90
5.50	0
5.50	5
5.50	10
5.50	15
5.50	20
5.50	25
5.50	30
5.50	35
5.50	40
5.50	45
5.50	50
5.50	55
5.50	60
5.50	65
5.50	70
5.50	75
5.50	80
5.50	85
5.50	90
5.60	0
5.60	5
5.60	10
5.60	15
5.60	20
5.60	25
5.60	30
5.60	35
5.60	40
5.60	45
5.60	50
5.60	55
5.60	60
5.60	65
5.60	70
5.60	75
5.60	80
5.60	85
5.60	90
5.70	0
5.70	5
5.70	10
5.70	15
5.70	20
5.70	25
5.70	30
5.70	35
5.70	40
5.70	45
5.70	50
5.70	55
5.70	60
5.70	65
5.70	70
5.70	75
5.70	80
5.70	85
5.70	90
5.80	0
5.80	5
5.80	10
5.80	15
5.80	20
5.80	25
5.80	30
5.80	35
5.80	40
5.80	45
5.80	50
5.80	55
5.80	60
5.80	65
5.80	70
5.80	75
5.80	80
5.80	85
5.80	90
5.90	0
5.90	5
5.90	10
5.90	15
5.90	20
5.90	25
5.90	30
5.90	35
5.90	40
5.90	45
5.90	50
5.90	55
5.90	60
5.90	65
5.90	70
5.90	75
5.90	80
5.90	85
5.90	90
6.00	0
6.00	5
6.00	10
6.00	15
6.00	20
6.00	25
6.00	30
6.00	35
6.00	40
6.00	45
6.00	50
6.00	55
6.00	60
6.00	65
6.00	70
6.00	75
6.00	80
6.00	85
6.00	90
6.20	0
6.20	5
6.20	10
6.20	15
6.20	20
6.20	25
6.20	30
6.20	35
6.20	40
6.20	45
6.20	50
6.20	55
6.20	60
6.20	65
6.20	70
6.20	75
6.20	80
6.20	85
6.20	90
6.40	0
6.40	5
6.40	10
6.40	15
6.40	20
6.40	25
6.40	30
6.40	35
6.40	40
6.40	45
6.40	50
6.40	55
6.40	60
6.40	65
6.40	70
6.40	75
6.40	80
6.40	85
6.40	90
6.60	0
6.60	5
6.60	10
6.60	15
6.60	20
6.60	25
6.60	30
6.60	35
6.60	40
6.60	45
6.60	50
6.60	55
6.60	60
6.60	65
6.60	70
6.60	75
6.60	80
6.60	85
6.60	90
6.80	0
6.80	5
6.80	10
6.80	15
6.80	20
6.80	25
6.80	30
6.80	35
6.80	40
6.80	45
6.80	50
6.80	55
6.80	60
6.80	65
6.80	70
6.80	75
6.80	80
6.80	85
6.80	90
7.00	0
7.00	5
7.00	10
7.00	15
7.00	20
7.00	25
7.00	30
7.00	35
7.00	40
7.00	45
7.00	50
7.00	55
7.00	60
7.00	65
7.00	70
7.00	75
7.00	80
7.00	85
7.00	90
7.20	0
7.20	5
7.20	10
7.20	15
7.20	20
7.20	25
7.20	30
7.20	35
7.20	40
7.20	45
7.20	50
7.20	55
7.20	60
7.20	65
7.20	70
7.20	75
7.20	80
7.20	85
7.20	90
7.40	0
7.40	5
7.40	10
7.40	15
7.40	20
7.40	25
7.40	30
7.40	35
7.40	40
7.40	45
7.40	50
7.40	55
7.40	60
7.40	65
7.40	70
7.40	75
7.40	80
7.40	85
7.40	90
7.60	0
7.60	5
7.60	10
7.60	15
7.60	20
7.60	25
7.60	30
7.60	35
7.60	40
7.60	45
7.60	50
7.60	55
7.60	60
7.60	65
7.60	70
7.60	75
7.60	80
7.60	85
7.60	90
7.80	0
7.80	5
7.80	10
7.80	15
7.80	20
7.80	25
7.80	30
7.80	35
7.80	40
7.80	45
7.80	50
7.80	55
7.80	60
7.80	65
7.80	70
7.80	75
7.80	80
7.80	85
7.80	90
8.00	0
8.00	5
8.00	10
8.00	15
8.00	20
8.00	25
8.00	30
8.00	35
8.00	40
8.00	45
8.00	50
8.00	55
8.00	60
8.00	65
8.00	70
8.00	75
8.00	80
8.00	85
8.00	90
8.20	0
8.20	5
8.20	10
8.20	15
8.20	20
8.20	25
8.20	30
8.20	35
8.20	40
8.20	45
8.20	50
8.20	55
8.20	60
8.20	65
8.20	70
8.20	75
8.20	80
8.20	85
8.20	90
8.40	0
8.40	5
8.40	10
8.40	15
8.40	20
8.40	25
8.40	30
8.40	35
8.40	40
8.40	45
8.40	50
8.40	55
8.40	60
8.40	65
8.40	70
8.40	75
8.40	80
8.40	85
8.40	90
8.60	0
8.60	5
8.60	10
8.60	15
8.60	20
8.60	25
8.60	30
8.60	35
8.60	40
8.60	45
8.60	50
8.60	55
8.60	60
8.60	65
8.60	70
8.60	75
8.60	80
8.60	85
8.60	90
8.80	0
8.80	5
8.80	10
8.80	15
8.80	20
8.80	25
8.80	30
8.80	35
8.80	40
8.80	45
8.80	50
8.80	55
8.80	60
8.80	65
8.80	70
8.80	75
8.80	80
8.80	85
8.80	90
9.00	0
9.00	5
9.00	10
9.00	15
9.00	20
9.00	25
9.00	30
9.00	35
9.00	40
9.00	45
9.00	50
9.00	55
9.00	60
9.00	65
9.00	70
9.00	75
9.00	80
9.00	85
9.00	90
9.50	0
9.50	5
9.50	10
9.50	15
9.50	20
9.50	25
9.50	30
9.50	35
9.50	40
9.50	45
9.50	50
9.50	55
9.50	60
9.50	65
9.50	70
9.50	75
9.50	80
9.50	85
9.50	90
10.00	0
10.00	5
10.00	10
10.00	15
10.00	20
10.00	25
10.00	30
10.00	35
10.00	40
10.00	45
10.00	50
10.00	55
10.00	60
10.00	65
10.00	70
10.00	75
10.00	80
10.00	85
10.00	90
10.50	0
10.50	5
10.50	10
10.50	15
10.50	20
10.50	25
10.50	30
10.50	35
10.50	40
10.50	45
10.50	50
10.50	55
10.50	60
10.50	65
10.50	70
10.50	75
10.50	80
10.50	85
10.50	90
11.00	0
11.00	5
11.00	10
11.00	15
11.00	20
11.00	25
11.00	30
11.00	35
11.00	40
11.00	45
11.00	50
11.00	55
11.00	60
11.00	65
11.00	70
11.00	75
11.00	80
11.00	85
11.00	90
11.50	0
11.50	5
11.50	10
11.50	15
11.50	20
11.50	25
11.50	30
11.50	35
11.50	40
11.50	45
11.50	50
11.50	55
11.50	60
11.50	65
11.50	70
11.50	75
11.50	80
11.50	85
11.50	90
12.00	0
12.00	5
12.00	10
12.00	15
12.00	20
12.00	25
12.00	30
12.00	35
12.00	40
12.00	45
12.00	50
12.00	55
12.00	60
12.00	65
12.00	70
12.00	75
12.00	80
12.00	85
12.00	90
12.50	0
12.50	5
12.50	10
12.50	15
12.50	20
12.50	25
12.50	30
12.50	35
12.50	40
12.50	45
12.50	50
12.50	55
12.50	60
12.50	65
12.50	70
12.50	75
12.50	80
12.50	85
12.50	90
13.00	0
13.00	5
13.00	10
13.00	15
13.00	20
13.00	25
13.00	30
13.00	35
13.00	40
13.00	45
13.00	50
13.00	55
13.00	60
13.00	65
13.00	70
13.00	75
13.00	80
13.00	85
13.00	90
13.50	0
13.50	5
13.50	10
13.50	15
13.50	20
13.50	25
13.50	30
13.50	35
13.50	40
13.50	45
13.50	50
13.50	55
13.50	60
13.50	65
13.50	70
13.50	75
13.50	80
13.50	85
13.50	90
14.00	0
14.00	5
14.00	10
14.00	15
14.00	20
14.00	25
14.00	30
14.00	35
14.00	40
14.00	45
14.00	50
14.00	55
14.00	60
14.00	65
14.00	70
14.00	75
14.00	80
14.00	85
14.00	90
14.50	0
14.50	5
14.50	10
14.50	15
14.50	20
14.50	25
14.50	30
14.50	35
14.50	40
14.50	45
14.50	50
14.50	55
14.50	60
14.50	65
14.50	70
14.50	75
14.50	80
14.50	85
14.50	90
15.00	0
15.00	5
15.00	10
15.00	15
15.00	20
15.00	25
15.00	30
15.00	35
15.00	40
15.00	45
15.00	50
15.00	55
15.00	60
15.00	65
15.00	70
15.00	75
15.00	80
15.00	85
15.00	90
16.00	0
16.00	5
16.00	10
16.00	15
16.00	20
16.00	25
16.00	30
16.00	35
16.00	40
16.00	45
16.00	50
16.00	55
16.00	60
16.00	65
16.00	70
16.00	75
16.00	80
16.00	85
16.00	90
17.00	0
17.00	5
17.00	10
17.00	15
17.00	20
17.00	25
17.00	30
17.00	35
17.00	40
17.00	45
17.00	50
17.00	55
17.00	60
17.00	65
17.00	70
17.00	75
17.00	80
17.00	85
17.00	90
18.00	0
18.00	5
18.00	10
18.00	15
18.00	20
18.00	25
18.00	30
18.00	35
18.00	40
18.00	45
18.00	50
18.00	55
18.00	60
18.00	65
18.00	70
18.00	75
18.00	80
18.00	85
18.00	90
19.00	0
19.00	5
19.00	10
19.00	15
19.00	20
19.00	25
19.00	30
19.00	35
19.00	40
19.00	45
19.00	50
19.00	55
19.00	60
19.00	65
19.00	70
19.00	75
19.00	80
19.00	85
19.00	90
20.00	0
20.00	5
20.00	10
20.00	15
20.00	20
20.00	25
20.00	30
20.00	35
20.00	40
20.00	45
20.00	50
20.00	55
20.00	60
20.00	65
20.00	70
20.00	75
20.00	80
20.00	85
20.00	90
21.00	0
21.00	5
21.00	10
21.00	15
21.00	20
21.00	25
21.00	30
21.00	35
21.00	40
21.00	45
21.00	50
21.00	55
21.00	60
21.00	65
21.00	70
21.00	75
21.00	80
21.00	85
21.00	90
22.00	0
22.00	5
22.00	10
22.00	15
22.00	20
22.00	25
22.00	30
22.00	35
22.00	40
22.00	45
22.00	50
22.00	55
22.00	60
22.00	65
22.00	70
22.00	75
22.00	80
22.00	85
22.00	90
23.00	0
23.00	5
23.00	10
23.00	15
23.00	20
23.00	25
23.00	30
23.00	35
23.00	40
23.00	45
23.00	50
23.00	55
23.00	60
23.00	65
23.00	70
23.00	75
23.00	80
23.00	85
23.00	90
24.00	0
24.00	5
24.00	10
24.00	15
24.00	20
24.00	25
24.00	30
24.00	35
24.00	40
24.00	45
24.00	50
24.00	55
24.00	60
24.00	65
24.00	70
24.00	75
24.00	80
24.00	85
24.00	90
25.00	0
25.00	5
25.00	10
25.00	15
25.00	20
25.00	25
25.00	30
25.00	35
25.00	40
25.00	45
25.00	50
25.00	55
25.00	60
25.00	65
25.00	70
25.00	75
25.00	80
25.00	85
25.00	90
50.00	0
50.00	5
50.00	10
50.00	15
50.00	20
50.00	25
50.00	30
50.00	35
50.00	40
50.00	45
50.00	50
50.00	55
50.00	60
50.00	65
50.00	70
50.00	75
50.00	80
50.00	85
50.00	90
100.00	0
100.00	5
100.00	10
100.00	15
100.00	20
100.00	25
100.00	30
100.00	35
100.00	40
100.00	45
100.00	50
100.00	55
100.00	60
100.00	65
100.00	70
100.00	75
100.00	80
100.00	85
100.00	90
